FLT_NUM,DD,B,C,D,E,G,H,I,J,K,L,M,N,O,P,Q,R,T,U,V,X,Y,Z,CT,YT,TT,SORG,SDST,DemCluster,HLDate,HCBuy
1174,2019-08-07,0.0,0.0,2.0,31.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,31.0,4.0,1.0,23.0,0.0,40.0,3.0,0.0,1.0,2.0,0.0,6.0,145.0,151.0,SVO,ASF,2,28,1
1135,2019-08-07,0.0,0.0,5.0,6.0,0.0,0.0,3.0,0.0,3.0,8.0,0.0,30.0,0.0,13.0,21.0,0.0,7.0,3.0,0.0,15.0,0.0,0.0,8.0,106.0,114.0,AER,SVO,0,82,1
1133,2019-08-07,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,2.0,3.0,5.0,10.0,0.0,5.0,4.0,0.0,5.0,1.0,0.0,3.0,49.0,52.0,AER,SVO,0,143,1
1140,2019-08-07,0.0,1.0,2.0,36.0,0.0,2.0,0.0,1.0,1.0,4.0,1.0,56.0,1.0,0.0,16.0,0.0,16.0,1.0,0.0,13.0,0.0,2.0,7.0,146.0,153.0,SVO,AER,1,13,0
1131,2019-08-07,0.0,2.0,1.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,80.0,2.0,0.0,19.0,0.0,15.0,0.0,0.0,9.0,3.0,0.0,8.0,138.0,146.0,AER,SVO,1,20,0
1129,2019-08-07,1.0,0.0,2.0,21.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,52.0,0.0,0.0,23.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,4.0,102.0,106.0,AER,SVO,0,26,0
6186,2019-08-07,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,30.0,0.0,8.0,0.0,0.0,3.0,2.0,0.0,0.0,149.0,149.0,AER,SVO,1,22,0
1121,2019-08-07,4.0,0.0,0.0,13.0,0.0,0.0,0.0,4.0,0.0,8.0,0.0,64.0,1.0,2.0,46.0,0.0,1.0,0.0,0.0,6.0,0.0,1.0,6.0,144.0,150.0,AER,SVO,2,22,0
1116,2019-08-07,0.0,0.0,6.0,54.0,9.0,5.0,1.0,7.0,4.0,54.0,0.0,18.0,6.0,0.0,27.0,0.0,18.0,0.0,0.0,15.0,1.0,0.0,20.0,205.0,225.0,SVO,AER,1,26,0
1173,2019-08-07,1.0,0.0,1.0,24.0,0.0,1.0,0.0,4.0,0.0,12.0,0.0,43.0,2.0,0.0,25.0,0.0,30.0,3.0,0.0,4.0,4.0,0.0,7.0,147.0,154.0,ASF,SVO,2,28,1
1175,2019-08-07,0.0,2.0,2.0,33.0,0.0,0.0,2.0,2.0,0.0,18.0,0.0,39.0,0.0,0.0,18.0,0.0,22.0,2.0,0.0,8.0,9.0,0.0,8.0,149.0,157.0,ASF,SVO,2,23,1
1130,2019-08-07,0.0,0.0,1.0,31.0,4.0,2.0,0.0,1.0,4.0,1.0,4.0,30.0,4.0,4.0,28.0,0.0,16.0,3.0,0.0,13.0,3.0,0.0,6.0,143.0,149.0,SVO,AER,1,14,0
1117,2019-08-07,0.0,0.0,9.0,25.0,0.0,5.0,1.0,3.0,3.0,8.0,0.0,70.0,6.0,18.0,19.0,0.0,15.0,0.0,0.0,5.0,0.0,0.0,19.0,168.0,187.0,AER,SVO,0,27,0
1119,2019-08-07,0.0,0.0,2.0,15.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,63.0,5.0,0.0,5.0,0.0,4.0,0.0,0.0,12.0,0.0,0.0,10.0,99.0,109.0,AER,SVO,1,15,0
1141,2019-08-07,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,48.0,3.0,0.0,7.0,0.0,7.0,0.0,0.0,3.0,1.0,0.0,4.0,83.0,87.0,AER,SVO,0,23,0
1138,2019-08-07,0.0,0.0,1.0,31.0,0.0,1.0,0.0,10.0,1.0,18.0,0.0,38.0,2.0,2.0,19.0,0.0,12.0,1.0,0.0,15.0,0.0,0.0,13.0,138.0,151.0,SVO,AER,2,23,0
1172,2019-08-07,1.0,0.0,2.0,46.0,0.0,4.0,0.0,0.0,2.0,9.0,1.0,34.0,4.0,0.0,19.0,0.0,23.0,3.0,0.0,5.0,1.0,0.0,6.0,148.0,154.0,SVO,ASF,2,16,1
1134,2019-08-07,0.0,0.0,5.0,27.0,24.0,2.0,0.0,1.0,1.0,12.0,2.0,22.0,3.0,0.0,15.0,0.0,11.0,3.0,0.0,19.0,0.0,0.0,9.0,138.0,147.0,SVO,AER,1,32,1
1132,2019-08-07,0.0,0.0,0.0,33.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,18.0,2.0,0.0,10.0,0.0,8.0,0.0,0.0,5.0,0.0,0.0,9.0,75.0,84.0,SVO,AER,1,5,0
1123,2019-08-07,0.0,0.0,0.0,1.0,4.0,6.0,0.0,0.0,3.0,23.0,0.0,46.0,4.0,3.0,12.0,0.0,0.0,4.0,0.0,13.0,0.0,0.0,4.0,115.0,119.0,AER,SVO,1,105,1
1120,2019-08-07,0.0,0.0,1.0,29.0,18.0,1.0,0.0,2.0,1.0,3.0,2.0,38.0,4.0,0.0,16.0,0.0,22.0,3.0,0.0,13.0,0.0,0.0,7.0,146.0,153.0,SVO,AER,2,24,0
1128,2019-08-07,0.0,0.0,3.0,21.0,0.0,0.0,0.0,9.0,0.0,4.0,0.0,85.0,6.0,0.0,6.0,0.0,10.0,0.0,0.0,7.0,3.0,0.0,18.0,136.0,154.0,SVO,AER,1,6,0
1125,2019-08-07,0.0,1.0,2.0,24.0,16.0,0.0,0.0,2.0,0.0,6.0,0.0,41.0,2.0,0.0,25.0,0.0,7.0,0.0,0.0,11.0,1.0,0.0,7.0,131.0,138.0,AER,SVO,1,25,0
1118,2019-08-07,0.0,0.0,3.0,29.0,0.0,0.0,0.0,9.0,0.0,10.0,0.0,37.0,5.0,1.0,24.0,0.0,16.0,2.0,0.0,11.0,0.0,0.0,17.0,130.0,147.0,SVO,AER,2,7,0
6185,2019-08-07,0.0,0.0,0.0,49.0,0.0,8.0,0.0,0.0,3.0,10.0,1.0,52.0,0.0,4.0,35.0,0.0,15.0,2.0,0.0,5.0,2.0,0.0,0.0,186.0,186.0,SVO,AER,2,10,0
1124,2019-08-07,2.0,0.0,0.0,22.0,0.0,7.0,0.0,1.0,9.0,24.0,0.0,31.0,5.0,5.0,17.0,0.0,10.0,5.0,0.0,14.0,0.0,0.0,6.0,146.0,152.0,SVO,AER,1,23,0
1139,2019-08-07,0.0,0.0,2.0,24.0,0.0,7.0,0.0,1.0,2.0,4.0,0.0,42.0,5.0,5.0,38.0,0.0,1.0,1.0,0.0,11.0,0.0,0.0,8.0,135.0,143.0,AER,SVO,2,27,0
1122,2019-08-07,0.0,1.0,11.0,25.0,0.0,11.0,0.0,2.0,4.0,31.0,0.0,21.0,0.0,5.0,11.0,0.0,7.0,2.0,0.0,17.0,0.0,0.0,14.0,134.0,148.0,SVO,AER,1,32,1
1128,2019-08-08,0.0,2.0,8.0,27.0,0.0,3.0,0.0,5.0,0.0,5.0,1.0,56.0,5.0,0.0,11.0,0.0,9.0,1.0,0.0,17.0,0.0,0.0,20.0,130.0,150.0,SVO,AER,1,10,0
6185,2019-08-08,0.0,0.0,0.0,21.0,13.0,5.0,0.0,0.0,1.0,19.0,0.0,84.0,0.0,2.0,18.0,0.0,13.0,2.0,0.0,5.0,1.0,0.0,0.0,184.0,184.0,SVO,AER,2,196,1
1123,2019-08-08,0.0,0.0,4.0,5.0,4.0,0.0,1.0,1.0,2.0,12.0,0.0,44.0,5.0,1.0,21.0,0.0,4.0,0.0,0.0,12.0,0.0,0.0,11.0,105.0,116.0,AER,SVO,1,108,1
1140,2019-08-08,0.0,2.0,1.0,22.0,0.0,6.0,0.0,0.0,2.0,11.0,1.0,58.0,5.0,1.0,13.0,0.0,13.0,1.0,0.0,16.0,4.0,0.0,8.0,148.0,156.0,SVO,AER,1,20,0
1138,2019-08-08,3.0,0.0,3.0,28.0,0.0,1.0,0.0,8.0,1.0,24.0,4.0,34.0,6.0,0.0,14.0,0.0,12.0,0.0,0.0,14.0,0.0,0.0,17.0,135.0,152.0,SVO,AER,2,23,0
1139,2019-08-08,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,42.0,4.0,2.0,12.0,0.0,3.0,5.0,0.0,11.0,1.0,0.0,5.0,115.0,120.0,AER,SVO,1,110,1
1116,2019-08-08,1.0,0.0,14.0,9.0,6.0,44.0,5.0,4.0,0.0,48.0,0.0,15.0,5.0,0.0,48.0,0.0,6.0,2.0,0.0,14.0,1.0,0.0,28.0,194.0,222.0,SVO,AER,1,56,1
1173,2019-08-08,1.0,1.0,3.0,38.0,0.0,4.0,0.0,1.0,0.0,9.0,1.0,32.0,0.0,0.0,13.0,0.0,38.0,5.0,0.0,4.0,4.0,1.0,6.0,149.0,155.0,ASF,SVO,2,29,1
1121,2019-08-08,0.0,0.0,0.0,15.0,0.0,0.0,1.0,1.0,0.0,14.0,0.0,78.0,2.0,1.0,14.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,4.0,129.0,133.0,AER,SVO,2,34,1
1133,2019-08-08,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,19.0,2.0,3.0,15.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,6.0,51.0,57.0,AER,SVO,0,103,1
1141,2019-08-08,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,63.0,2.0,2.0,17.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,4.0,95.0,99.0,AER,SVO,1,23,0
1125,2019-08-08,0.0,1.0,1.0,5.0,7.0,0.0,0.0,4.0,0.0,31.0,0.0,45.0,0.0,0.0,30.0,0.0,3.0,0.0,0.0,8.0,3.0,0.0,6.0,132.0,138.0,AER,SVO,1,56,1
1134,2019-08-08,0.0,0.0,0.0,13.0,17.0,6.0,0.0,8.0,6.0,30.0,3.0,7.0,6.0,0.0,22.0,0.0,14.0,2.0,0.0,18.0,0.0,0.0,14.0,138.0,152.0,SVO,AER,1,44,1
1131,2019-08-08,0.0,0.0,2.0,12.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,50.0,1.0,0.0,26.0,0.0,15.0,1.0,0.0,11.0,0.0,0.0,7.0,115.0,122.0,AER,SVO,1,28,1
1129,2019-08-08,1.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,70.0,1.0,0.0,7.0,0.0,9.0,0.0,0.0,5.0,0.0,0.0,1.0,113.0,114.0,AER,SVO,1,24,0
1174,2019-08-08,0.0,0.0,2.0,36.0,0.0,0.0,1.0,1.0,0.0,21.0,0.0,15.0,4.0,0.0,27.0,0.0,32.0,3.0,0.0,8.0,5.0,0.0,8.0,147.0,155.0,SVO,ASF,2,29,1
1172,2019-08-08,0.0,0.0,0.0,36.0,0.0,1.0,3.0,2.0,2.0,10.0,0.0,32.0,1.0,2.0,25.0,0.0,30.0,5.0,0.0,5.0,2.0,0.0,6.0,150.0,156.0,SVO,ASF,2,26,1
1120,2019-08-08,4.0,0.0,0.0,45.0,13.0,1.0,0.0,1.0,1.0,2.0,0.0,40.0,4.0,0.0,13.0,0.0,15.0,2.0,0.0,10.0,0.0,0.0,5.0,146.0,151.0,SVO,AER,2,23,0
1122,2019-08-08,2.0,0.0,4.0,17.0,0.0,1.0,0.0,10.0,10.0,32.0,3.0,12.0,6.0,5.0,23.0,0.0,9.0,2.0,0.0,16.0,0.0,0.0,20.0,132.0,152.0,SVO,AER,1,44,1
1124,2019-08-08,0.0,0.0,1.0,34.0,0.0,10.0,2.0,2.0,8.0,14.0,0.0,23.0,2.0,3.0,43.0,0.0,2.0,1.0,0.0,10.0,0.0,0.0,7.0,148.0,155.0,SVO,AER,1,36,1
1175,2019-08-08,0.0,3.0,2.0,25.0,0.0,0.0,1.0,2.0,0.0,14.0,0.0,50.0,0.0,0.0,25.0,0.0,24.0,2.0,0.0,3.0,6.0,0.0,8.0,149.0,157.0,ASF,SVO,2,22,1
1117,2019-08-08,0.0,0.0,8.0,8.0,7.0,2.0,2.0,5.0,4.0,40.0,0.0,39.0,7.0,12.0,31.0,0.0,27.0,0.0,0.0,5.0,1.0,0.0,22.0,176.0,198.0,AER,SVO,1,105,1
1135,2019-08-08,0.0,0.0,9.0,3.0,0.0,3.0,1.0,5.0,0.0,14.0,0.0,24.0,1.0,12.0,18.0,0.0,3.0,11.0,0.0,8.0,0.0,0.0,16.0,96.0,112.0,AER,SVO,0,182,1
1130,2019-08-08,0.0,0.0,3.0,20.0,2.0,5.0,0.0,2.0,3.0,10.0,1.0,46.0,3.0,3.0,34.0,0.0,8.0,1.0,0.0,11.0,0.0,0.0,8.0,144.0,152.0,SVO,AER,1,20,0
1119,2019-08-08,0.0,0.0,1.0,27.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,55.0,6.0,0.0,18.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,7.0,109.0,116.0,AER,SVO,1,27,0
6186,2019-08-08,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,37.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,128.0,128.0,AER,SVO,1,24,0
1132,2019-08-08,1.0,0.0,2.0,13.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,51.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,10.0,75.0,85.0,SVO,AER,1,6,0
1118,2019-08-08,0.0,0.0,7.0,17.0,2.0,13.0,0.0,3.0,3.0,6.0,0.0,37.0,5.0,1.0,19.0,0.0,18.0,1.0,0.0,20.0,0.0,0.0,15.0,137.0,152.0,SVO,AER,2,16,0
1173,2019-08-09,0.0,1.0,0.0,26.0,0.0,5.0,1.0,3.0,5.0,10.0,0.0,34.0,1.0,1.0,20.0,0.0,33.0,2.0,0.0,11.0,2.0,1.0,7.0,149.0,156.0,ASF,SVO,2,30,1
1116,2019-08-09,0.0,0.0,6.0,78.0,2.0,0.0,1.0,9.0,1.0,35.0,1.0,36.0,8.0,2.0,62.0,0.0,32.0,4.0,0.0,14.0,0.0,0.0,24.0,267.0,291.0,SVO,AER,2,20,0
1139,2019-08-09,0.0,0.0,1.0,8.0,0.0,0.0,1.0,0.0,4.0,64.0,0.0,4.0,6.0,0.0,35.0,0.0,3.0,7.0,0.0,7.0,1.0,0.0,8.0,133.0,141.0,AER,SVO,2,38,1
1119,2019-08-09,0.0,0.0,2.0,11.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,90.0,4.0,0.0,11.0,0.0,10.0,0.0,0.0,14.0,1.0,0.0,10.0,137.0,147.0,AER,SVO,2,23,0
1123,2019-08-09,0.0,0.0,5.0,19.0,8.0,9.0,0.0,0.0,0.0,21.0,0.0,24.0,4.0,3.0,19.0,0.0,14.0,4.0,0.0,14.0,0.0,0.0,9.0,135.0,144.0,AER,SVO,2,51,1
1131,2019-08-09,0.0,0.0,2.0,26.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,46.0,1.0,0.0,26.0,0.0,14.0,2.0,0.0,20.0,0.0,0.0,6.0,138.0,144.0,AER,SVO,1,21,0
1132,2019-08-09,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,4.0,0.0,10.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,6.0,70.0,76.0,SVO,AER,1,6,0
1140,2019-08-09,0.0,0.0,0.0,30.0,0.0,4.0,0.0,1.0,4.0,13.0,0.0,61.0,3.0,0.0,5.0,0.0,5.0,4.0,0.0,22.0,1.0,0.0,4.0,149.0,153.0,SVO,AER,1,84,1
1121,2019-08-09,0.0,1.0,0.0,30.0,0.0,3.0,0.0,1.0,3.0,7.0,0.0,30.0,3.0,1.0,54.0,0.0,3.0,0.0,0.0,11.0,0.0,1.0,6.0,142.0,148.0,AER,SVO,2,25,0
1133,2019-08-09,0.0,0.0,2.0,13.0,0.0,8.0,0.0,1.0,2.0,7.0,0.0,6.0,2.0,3.0,16.0,0.0,3.0,2.0,0.0,8.0,0.0,0.0,5.0,68.0,73.0,AER,SVO,1,69,1
1141,2019-08-09,0.0,0.0,1.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,63.0,1.0,0.0,17.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,3.0,104.0,107.0,AER,SVO,1,23,0
1125,2019-08-09,0.0,2.0,3.0,12.0,16.0,0.0,0.0,1.0,0.0,47.0,0.0,9.0,0.0,0.0,33.0,0.0,11.0,2.0,0.0,12.0,1.0,0.0,6.0,143.0,149.0,AER,SVO,1,35,1
1134,2019-08-09,0.0,0.0,2.0,19.0,7.0,4.0,1.0,0.0,4.0,8.0,0.0,27.0,6.0,0.0,17.0,0.0,26.0,1.0,0.0,18.0,1.0,5.0,14.0,132.0,146.0,SVO,AER,1,48,1
1129,2019-08-09,0.0,0.0,2.0,20.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,55.0,2.0,0.0,16.0,0.0,4.0,0.0,0.0,8.0,0.0,0.0,7.0,105.0,112.0,AER,SVO,1,25,0
1174,2019-08-09,1.0,1.0,0.0,0.0,0.0,6.0,0.0,5.0,2.0,39.0,2.0,0.0,1.0,0.0,47.0,0.0,30.0,8.0,0.0,9.0,1.0,0.0,7.0,145.0,152.0,SVO,ASF,2,30,1
1120,2019-08-09,1.0,0.0,1.0,31.0,11.0,0.0,0.0,0.0,0.0,3.0,1.0,67.0,4.0,0.0,19.0,0.0,6.0,0.0,0.0,8.0,1.0,0.0,5.0,148.0,153.0,SVO,AER,2,15,0
1122,2019-08-09,0.0,0.0,7.0,28.0,0.0,1.0,0.0,4.0,4.0,4.0,1.0,39.0,7.0,5.0,14.0,0.0,21.0,1.0,0.0,17.0,2.0,0.0,18.0,137.0,155.0,SVO,AER,1,14,0
1124,2019-08-09,0.0,2.0,0.0,40.0,0.0,19.0,0.0,1.0,1.0,17.0,1.0,3.0,4.0,1.0,7.0,0.0,35.0,5.0,0.0,18.0,1.0,0.0,7.0,148.0,155.0,SVO,AER,1,41,1
1172,2019-08-09,0.0,0.0,1.0,15.0,0.0,1.0,1.0,3.0,1.0,37.0,0.0,0.0,1.0,0.0,60.0,0.0,21.0,2.0,0.0,9.0,3.0,0.0,6.0,149.0,155.0,SVO,ASF,2,17,1
1117,2019-08-09,1.0,4.0,5.0,52.0,2.0,3.0,0.0,6.0,1.0,33.0,0.0,93.0,6.0,4.0,47.0,0.0,5.0,9.0,0.0,5.0,1.0,0.0,21.0,256.0,277.0,AER,SVO,2,118,1
1118,2019-08-09,0.0,0.0,2.0,40.0,0.0,2.0,0.0,10.0,2.0,4.0,0.0,14.0,6.0,2.0,35.0,0.0,12.0,3.0,0.0,21.0,1.0,0.0,18.0,136.0,154.0,SVO,AER,2,16,0
6186,2019-08-09,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,80.0,0.0,0.0,38.0,0.0,23.0,0.0,0.0,5.0,0.0,0.0,0.0,181.0,181.0,AER,SVO,2,17,0
1138,2019-08-09,0.0,0.0,1.0,21.0,0.0,3.0,0.0,3.0,0.0,3.0,2.0,26.0,5.0,0.0,20.0,0.0,23.0,1.0,0.0,17.0,4.0,0.0,9.0,120.0,129.0,SVO,AER,1,57,1
1128,2019-08-09,3.0,0.0,4.0,28.0,0.0,2.0,0.0,5.0,0.0,4.0,0.0,14.0,6.0,0.0,29.0,0.0,25.0,0.0,0.0,20.0,0.0,0.0,15.0,125.0,140.0,SVO,AER,1,18,0
1135,2019-08-09,0.0,0.0,5.0,2.0,0.0,1.0,0.0,2.0,2.0,44.0,0.0,15.0,3.0,9.0,30.0,0.0,12.0,4.0,0.0,16.0,1.0,0.0,10.0,136.0,146.0,AER,SVO,1,65,1
1643,2019-08-09,0.0,0.0,0.0,7.0,0.0,0.0,2.0,6.0,0.0,8.0,0.0,46.0,1.0,0.0,3.0,0.0,4.0,2.0,0.0,1.0,3.0,0.0,9.0,74.0,83.0,ASF,SVO,0,7,0
1175,2019-08-09,1.0,0.0,1.0,14.0,0.0,1.0,1.0,5.0,4.0,20.0,2.0,40.0,0.0,0.0,27.0,0.0,29.0,2.0,0.0,5.0,5.0,0.0,7.0,150.0,157.0,ASF,SVO,2,29,1
6185,2019-08-09,1.0,0.0,0.0,69.0,0.0,2.0,0.0,0.0,0.0,11.0,7.0,46.0,0.0,2.0,8.0,0.0,22.0,4.0,0.0,5.0,4.0,0.0,0.0,181.0,181.0,SVO,AER,2,28,1
1130,2019-08-09,0.0,0.0,2.0,53.0,0.0,7.0,0.0,2.0,4.0,7.0,1.0,2.0,4.0,1.0,29.0,0.0,13.0,3.0,0.0,20.0,2.0,0.0,8.0,142.0,150.0,SVO,AER,1,16,0
1642,2019-08-09,0.0,0.0,0.0,44.0,0.0,0.0,1.0,6.0,0.0,6.0,1.0,0.0,3.0,0.0,4.0,0.0,10.0,1.0,0.0,6.0,2.0,0.0,10.0,74.0,84.0,SVO,ASF,0,5,0
1122,2019-08-10,3.0,2.0,8.0,9.0,0.0,0.0,0.0,6.0,5.0,38.0,2.0,14.0,4.0,3.0,33.0,0.0,5.0,5.0,0.0,18.0,0.0,0.0,20.0,135.0,155.0,SVO,AER,1,41,1
1642,2019-08-10,0.0,0.0,2.0,55.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,5.0,74.0,79.0,SVO,ASF,0,31,1
1118,2019-08-10,2.0,0.0,2.0,25.0,0.0,5.0,0.0,10.0,1.0,9.0,0.0,63.0,6.0,5.0,11.0,0.0,0.0,2.0,0.0,11.0,2.0,0.0,18.0,136.0,154.0,SVO,AER,2,22,0
1129,2019-08-10,1.0,0.0,1.0,16.0,0.0,1.0,2.0,5.0,0.0,6.0,0.0,62.0,4.0,0.0,21.0,0.0,13.0,4.0,0.0,10.0,1.0,0.0,12.0,135.0,147.0,AER,SVO,1,25,0
1130,2019-08-10,0.0,0.0,1.0,22.0,0.0,3.0,0.0,2.0,3.0,12.0,0.0,44.0,4.0,2.0,24.0,0.0,3.0,0.0,0.0,17.0,7.0,0.0,7.0,137.0,144.0,SVO,AER,1,31,1
1643,2019-08-10,0.0,0.0,0.0,11.0,0.0,0.0,6.0,6.0,0.0,3.0,2.0,43.0,0.0,0.0,8.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,12.0,75.0,87.0,ASF,SVO,0,12,0
1116,2019-08-10,0.0,0.0,13.0,3.0,18.0,0.0,0.0,5.0,14.0,103.0,0.0,22.0,9.0,0.0,82.0,0.0,13.0,1.0,0.0,7.0,1.0,0.0,27.0,264.0,291.0,SVO,AER,2,54,1
1141,2019-08-10,0.0,0.0,0.0,56.0,0.0,2.0,0.0,0.0,1.0,4.0,0.0,45.0,4.0,0.0,22.0,0.0,7.0,1.0,0.0,6.0,0.0,0.0,4.0,144.0,148.0,AER,SVO,2,26,0
1140,2019-08-10,0.0,0.0,2.0,29.0,0.0,2.0,0.0,2.0,1.0,4.0,0.0,60.0,2.0,5.0,18.0,0.0,6.0,10.0,0.0,12.0,3.0,0.0,6.0,150.0,156.0,SVO,AER,1,17,0
1121,2019-08-10,0.0,0.0,2.0,0.0,0.0,4.0,0.0,3.0,6.0,57.0,1.0,15.0,5.0,0.0,41.0,0.0,3.0,2.0,0.0,5.0,1.0,0.0,10.0,135.0,145.0,AER,SVO,2,86,1
1119,2019-08-10,0.0,0.0,4.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,76.0,6.0,0.0,13.0,0.0,20.0,4.0,0.0,12.0,0.0,0.0,12.0,137.0,149.0,AER,SVO,2,29,1
1172,2019-08-10,0.0,0.0,0.0,34.0,0.0,8.0,0.0,1.0,2.0,11.0,0.0,38.0,0.0,0.0,19.0,0.0,24.0,2.0,0.0,9.0,2.0,0.0,1.0,149.0,150.0,SVO,ASF,2,26,1
1134,2019-08-10,0.0,0.0,6.0,2.0,25.0,3.0,0.0,6.0,7.0,35.0,3.0,13.0,6.0,0.0,20.0,0.0,8.0,5.0,0.0,10.0,2.0,0.0,18.0,133.0,151.0,SVO,AER,1,106,1
1132,2019-08-10,2.0,0.0,0.0,11.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,21.0,4.0,0.0,26.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,9.0,74.0,83.0,SVO,AER,1,14,0
1174,2019-08-10,1.0,0.0,0.0,19.0,0.0,8.0,2.0,0.0,3.0,55.0,0.0,7.0,1.0,2.0,24.0,0.0,15.0,2.0,0.0,10.0,1.0,0.0,3.0,147.0,150.0,SVO,ASF,2,32,1
6185,2019-08-10,0.0,0.0,0.0,21.0,0.0,2.0,0.0,0.0,4.0,29.0,1.0,67.0,0.0,10.0,41.0,0.0,7.0,1.0,0.0,5.0,1.0,0.0,0.0,189.0,189.0,SVO,AER,2,20,0
1120,2019-08-10,0.0,0.0,3.0,18.0,19.0,4.0,0.0,5.0,1.0,15.0,2.0,10.0,5.0,0.0,33.0,0.0,8.0,1.0,0.0,20.0,0.0,0.0,13.0,131.0,144.0,SVO,AER,2,58,1
1125,2019-08-10,1.0,0.0,2.0,0.0,23.0,32.0,0.0,5.0,0.0,55.0,1.0,13.0,1.0,0.0,13.0,0.0,3.0,1.0,0.0,5.0,0.0,0.0,8.0,147.0,155.0,AER,SVO,1,103,1
1173,2019-08-10,0.0,0.0,0.0,44.0,0.0,7.0,1.0,2.0,0.0,9.0,1.0,16.0,2.0,0.0,24.0,0.0,32.0,3.0,0.0,5.0,0.0,0.0,5.0,141.0,146.0,ASF,SVO,2,31,1
6186,2019-08-10,0.0,0.0,0.0,24.0,10.0,3.0,0.0,0.0,0.0,12.0,0.0,54.0,0.0,0.0,36.0,0.0,40.0,0.0,0.0,5.0,0.0,0.0,0.0,184.0,184.0,AER,SVO,2,29,1
1117,2019-08-10,0.0,1.0,8.0,21.0,10.0,0.0,0.0,13.0,0.0,49.0,0.0,71.0,6.0,0.0,69.0,0.0,7.0,20.0,0.0,9.0,0.0,0.0,28.0,256.0,284.0,AER,SVO,2,62,1
1128,2019-08-10,0.0,0.0,0.0,12.0,0.0,4.0,0.0,8.0,1.0,6.0,1.0,76.0,6.0,0.0,13.0,0.0,1.0,0.0,0.0,17.0,3.0,0.0,14.0,134.0,148.0,SVO,AER,1,19,0
1135,2019-08-10,6.0,0.0,9.0,1.0,0.0,5.0,2.0,1.0,5.0,27.0,4.0,16.0,4.0,3.0,43.0,0.0,6.0,1.0,0.0,18.0,0.0,0.0,16.0,135.0,151.0,AER,SVO,1,67,1
1133,2019-08-10,0.0,3.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,2.0,2.0,5.0,20.0,0.0,15.0,4.0,0.0,8.0,0.0,0.0,7.0,70.0,77.0,AER,SVO,1,94,1
1123,2019-08-10,0.0,0.0,7.0,2.0,13.0,11.0,0.0,3.0,6.0,24.0,1.0,36.0,5.0,3.0,16.0,0.0,1.0,11.0,0.0,9.0,0.0,0.0,15.0,133.0,148.0,AER,SVO,2,81,1
1124,2019-08-10,2.0,0.0,4.0,10.0,0.0,4.0,0.0,2.0,11.0,41.0,3.0,21.0,2.0,3.0,22.0,0.0,10.0,6.0,0.0,9.0,2.0,0.0,8.0,144.0,152.0,SVO,AER,1,87,1
